key,en,fr,es,de
ui.battle.skipTurn,SKIP TURN,PASSER LE TOUR,PASAR TURNO,RUNDE AUSSETZEN
ui.battle.reroll,REROLL ({left}),RELANCER ({left}),RETIRAR ({left}),NEU WERFEN ({left})
ui.battle.selectDice,Select dice to reroll,Sélectionne les dés à relancer,Selecciona los dados a retirar,Wähle die Würfel zum Neuwerfen
ui.battle.attack,ATTACK,ATTAQUER,ATACAR,ANGRIFF
ui.battle.oneItemPerTurn,One item per turn,Un objet par tour,Un objeto por turno,Ein Item pro Runde
ui.battle.item,ITEM,OBJET,OBJETO,ITEM
ui.battle.switch,SWITCH,CHANGER,CAMBIAR,WECHSELN
ui.battle.run,RUN,FUIR,HUIR,FLIEHEN
ui.battle.keys,Keys: 1–6 select · R reroll · Space {action},Touches : 1–6 sélection · R relance · Espace {action},Teclas: 1-6 seleccionar · R retirar · Espacio {action},Tasten: 1–6 auswählen · R neu werfen · Leertaste {action}
ui.battle.keyAttack,attack,attaque,atacar,Angriff
ui.battle.keyRoll,roll,lancer,tirar,Wurf
ui.battle.history,Battle history,Historique du combat,Historial del combate,Kampfverlauf
ui.battle.chooseNext,Choose your next Pokémon,Choisis ton prochain Pokémon,Elige tu siguiente Pokémon,Wähle dein nächstes Pokémon
ui.battle.switchCosts,Switch (costs your turn),Changer (coûte ton tour),Cambiar (cuesta tu turno),Wechseln (kostet deine Runde)
ui.battle.useItemOn,Use {item} on…,Utiliser {item} sur…,Usar {item} en…,{item} anwenden auf …
ui.battle.itemsTitle,Items (one per turn),Objets (un par tour),Objetos (uno por turno),Items (eines pro Runde)
ui.log.startWild,"A wild {foe} appeared! Go, {lead}!","Un {foe} sauvage apparaît ! Vas-y, {lead} !","¡Ha aparecido un {foe} salvaje! ¡Adelante, {lead}!","Ein wildes {foe} erscheint! Los, {lead}!"
ui.log.startBoss,"The legendary {foe} attacks! Go, {lead}!","Le légendaire {foe} attaque ! Vas-y, {lead} !","¡El legendario {foe} ataca! ¡Adelante, {lead}!","Das legendäre {foe} greift an! Los, {lead}!"
ui.log.startTrainer,"{trainer} sent out {foe}! Go, {lead}!","{trainer} envoie {foe} ! Vas-y, {lead} !","¡{trainer} envía a {foe}! ¡Adelante, {lead}!","{trainer} schickt {foe}! Los, {lead}!"
ui.log.theTrainer,The trainer,Le Dresseur,El Entrenador,Der Trainer
ui.log.theFoe,The foe,L'adversaire,El rival,Der Gegner
ui.log.whatWillDo,What will {name} do?,Que va faire {name} ?,¿Qué hará {name}?,Was wird {name} tun?
ui.log.foeRolls,{foe} rolls…,{foe} lance…,{foe} tira…,{foe} würfelt …
ui.log.foeRerolls,{foe} rerolls {count} dice…,{foe} relance {count} dés…,{foe} retira {count} dados…,{foe} wirft {count} Würfel neu …
ui.log.noEffect,It doesn't affect {target}…,Ça n'affecte pas {target}…,No afecta a {target}…,Es hat keine Wirkung auf {target} …
ui.log.dealt,{combo}{attacker} dealt {amount} damage!,{combo}{attacker} inflige {amount} dégâts !,¡{combo}{attacker} inflige {amount} de daño!,{combo}{attacker} verursacht {amount} Schaden!
ui.log.superEffective,SUPER EFFECTIVE!,SUPER EFFICACE !,¡SÚPER EFICAZ!,SEHR EFFEKTIV!
ui.log.notVeryEffective,Not very effective…,Pas très efficace…,No es muy eficaz…,Nicht sehr effektiv …
ui.log.noEffectBanner,NO EFFECT,AUCUN EFFET,SIN EFECTO,KEINE WIRKUNG
ui.log.burned,{name} was burned!{stacks},{name} est brûlé !{stacks},¡{name} sufre quemaduras!{stacks},{name} wurde verbrannt!{stacks}
ui.log.stacks, ({n} stacks), ({n} cumuls), ({n} acumulaciones), ({n} Stapel)
ui.log.poisoned,{name} was badly poisoned!,{name} est gravement empoisonné !,¡{name} ha sido gravemente envenenado!,{name} wurde schwer vergiftet!
ui.log.frozen,{name} was frozen solid!,{name} est gelé !,¡{name} se ha congelado!,{name} ist eingefroren!
ui.log.paralyzed,{name} is paralyzed!,{name} est paralysé !,¡{name} está paralizado!,{name} ist paralysiert!
ui.log.confused,{name} became confused!,{name} est confus !,¡{name} está confuso!,{name} ist verwirrt!
ui.log.healing,{name} is healing!,{name} se soigne !,¡{name} se está curando!,{name} heilt sich!
ui.log.hurtByStatus,{name} is hurt by {source}! −{amount},{name} souffre de {source} ! −{amount},¡{name} sufre por {source}! −{amount},{name} leidet unter {source}! −{amount}
ui.log.itsBurn,its burn,sa brûlure,su quemadura,seiner Verbrennung
ui.log.poisonSource,poison,le poison,el veneno,Gift
ui.log.stunnedPending,"{name} is {state}! Cure it with an item, or skip the turn.","{name} est {state} ! Soigne-le avec un objet, ou passe le tour.",¡{name} está {state}! Cúralo con un objeto o pasa el turno.,{name} ist {state}! Heile es mit einem Item oder setze die Runde aus.
ui.log.frozenSolid,frozen solid,gelé,congelado,eingefroren
ui.log.paralysedWord,paralyzed,paralysé,paralizado,paralysiert
ui.log.frozenPlain,{name} is frozen solid!,{name} est gelé !,¡{name} está congelado!,{name} ist eingefroren!
ui.log.paralysedCantMove,{name} is paralyzed! It can't move!,{name} est paralysé ! Il ne peut pas bouger !,¡{name} está paralizado! ¡No puede moverse!,{name} ist paralysiert! Es kann sich nicht bewegen!
ui.log.fainted,{name} fainted!,{name} est K.O. !,¡{name} está debilitado!,{name} wurde besiegt!
ui.log.goName,Go! {name}!,"Vas-y, {name} !","¡Adelante, {name}!","Los, {name}!"
ui.log.copiedDice,{name} copied {from}'s dice!,{name} a copié les dés de {from} !,¡{name} ha copiado los dados de {from}!,{name} hat die Würfel von {from} kopiert!
ui.log.foeUsedItem,{trainer} used a {item} on {who}! +{amount} HP,{trainer} utilise {item} sur {who} ! +{amount} PV,¡{trainer} usa {item} en {who}! +{amount} PS,{trainer} setzt {item} bei {who} ein! +{amount} KP
ui.log.usedRevive,Used a {item}! {who} is back with {amount} HP!,{item} utilisé ! {who} revient avec {amount} PV !,¡Has usado {item}! ¡{who} vuelve con {amount} PS!,{item} eingesetzt! {who} ist mit {amount} KP zurück!
ui.log.usedCure,Used a {item}! {who} is cured.,{item} utilisé ! {who} est soigné.,¡Has usado {item}! {who} está curado.,{item} eingesetzt! {who} ist geheilt.
ui.log.usedEther.one,Used an {item}! {who} got {n} reroll back.,{item} utilisé ! {who} récupère {n} relance.,¡Has usado {item}! {who} recupera {n} tirada.,{item} eingesetzt! {who} bekommt {n} Neuwurf zurück.
ui.log.usedEther.other,Used an {item}! {who} got {n} rerolls back.,{item} utilisé ! {who} récupère {n} relances.,¡Has usado {item}! {who} recupera {n} tiradas.,{item} eingesetzt! {who} bekommt {n} Neuwürfe zurück.
ui.log.usedHeal,Used a {item} on {who}! +{amount} HP,{item} utilisé sur {who} ! +{amount} PV,¡Has usado {item} en {who}! +{amount} PS,{item} bei {who} eingesetzt! +{amount} KP
ui.log.restored,{name} restored {amount} HP!,{name} récupère {amount} PV !,¡{name} recupera {amount} PS!,{name} stellt {amount} KP wieder her!
ui.log.recoil,{name} is hurt by the recoil of its confusion! −{amount},{name} souffre du contrecoup de sa confusion ! −{amount},¡{name} sufre el retroceso de su confusión! −{amount},{name} leidet unter dem Rückstoß seiner Verwirrung! −{amount}
ui.log.endWon,{foe} was defeated!,{foe} est vaincu !,¡{foe} ha sido derrotado!,{foe} wurde besiegt!
ui.log.endLost,You have no more Pokémon that can fight…,Tu n'as plus de Pokémon en état de combattre…,Ya no te quedan Pokémon en condiciones de luchar…,Du hast kein kampffähiges Pokémon mehr …
ui.log.endStalemate,Neither side can land a blow — a stalemate.,Aucun camp ne peut frapper — match nul.,Ninguno de los dos puede golpear: tablas.,Keine Seite kann treffen — ein Patt.
ui.log.endFled,Got away safely!,Fuite réussie !,¡Has escapado sin problemas!,Erfolgreich geflohen!
ui.hist.typedAttack,{type} attack,Attaque {type},Ataque {type},{type}-Angriff
ui.hist.untypedAttack,Untyped attack,Attaque sans type,Ataque sin tipo,Angriff ohne Typ
ui.hist.total,Total {amount},Total {amount},Total {amount},Gesamt {amount}
ui.hist.noEffect, (no effect), (aucun effet), (sin efecto), (keine Wirkung)
ui.hist.nearMiss,"{have}/{need} {status} faces, no {status2} (counted as {value})","{have}/{need} faces {status}, pas de {status2} (comptées comme {value})","{have}/{need} caras {status}, sin {status2} (cuentan como {value})","{have}/{need} {status}-Seiten, kein {status2} (zählen als {value})"
ui.hist.sentOut,was sent out,a été envoyé,ha salido,wurde rausgeschickt
ui.hist.switchedIn,was switched in,a été envoyé en relève,ha entrado al cambio,wurde eingewechselt
ui.hist.copied,copied {from}'s dice,a copié les dés de {from},ha copiado los dados de {from},hat die Würfel von {from} kopiert
ui.hist.attacked,attacked {target},a attaqué {target},ha atacado a {target},hat {target} angegriffen
ui.hist.attackedCombo,attacked {target} · {combo},a attaqué {target} · {combo},ha atacado a {target} · {combo},hat {target} angegriffen · {combo}
ui.hist.isHealing,is healing,se soigne,se está curando,heilt sich
ui.hist.gotStatus,got {status},a reçu {status},ha recibido {status},hat {status} bekommen
ui.hist.statusFrozen,frozen,le gel,congelación,Einfrieren
ui.hist.statusConfused,confused,la confusion,confusión,Verwirrung
ui.hist.statusParalyzed,paralyzed,la paralysie,parálisis,Paralyse
ui.hist.statusBurned,burned{stacks},une brûlure{stacks},quemaduras{stacks},eine Verbrennung{stacks}
ui.hist.statusPoisoned,poisoned,un empoisonnement,envenenamiento,eine Vergiftung
ui.hist.hurtBy,was hurt by its {source},a souffert de {source},ha sufrido por {source},hat unter {source} gelitten
ui.hist.burnSource,burn,sa brûlure,su quemadura,seiner Verbrennung
ui.hist.poisonSource,poison,son empoisonnement,su envenenamiento,seiner Vergiftung
ui.hist.skippedTurn,is {state} and skipped its turn,est {state} et a passé son tour,está {state} y ha pasado su turno,ist {state} und hat die Runde ausgesetzt
ui.hist.fainted,fainted,est K.O.,se ha debilitado,wurde besiegt
ui.hist.gotItem,got a {item}{extras},a reçu {item}{extras},ha recibido {item}{extras},hat {item} bekommen{extras}
ui.hist.revived,revived,ranimé,revivido,wiederbelebt
ui.hist.plusHp,+{amount} HP,+{amount} PV,+{amount} PS,+{amount} KP
ui.hist.cured,cured {statuses},soigne {statuses},cura {statuses},heilt {statuses}
ui.hist.plusRerolls.one,+{n} reroll,+{n} relance,+{n} tirada,+{n} Neuwurf
ui.hist.plusRerolls.other,+{n} rerolls,+{n} relances,+{n} tiradas,+{n} Neuwürfe
ui.hist.healed,healed,s'est soigné,se ha curado,hat sich geheilt
ui.hist.tookRecoil,took confusion recoil,a subi le contrecoup de sa confusion,ha sufrido el retroceso de la confusión,hat Verwirrungs-Rückstoß genommen
ui.hist.foe,Foe {name},{name} adverse,{name} rival,Gegnerisches {name}
ui.hist.empty,Nothing has happened yet.,Il ne s'est encore rien passé.,Aún no ha pasado nada.,Bisher ist nichts passiert.
ui.hist.label,"Battle history, newest first","Historique du combat, du plus récent au plus ancien","Historial del combate, lo más reciente primero","Kampfverlauf, neueste zuerst"
ui.catch.tip,"Balls only help the catch die! A tired, weak Pokémon can often be caught with no ball at all. Save them for the tough ones.",Les Balls ne font qu'aider le dé de capture ! Un Pokémon faible et épuisé se capture souvent sans aucune Ball. Garde-les pour les coriaces.,¡Las Balls solo ayudan al dado de captura! Un Pokémon débil y agotado suele capturarse sin ninguna Ball. Guárdalas para los duros.,"Bälle helfen nur dem Fangwürfel! Ein müdes, schwaches Pokémon lässt sich oft ganz ohne Ball fangen. Spare sie für die harten Brocken."
ui.catch.gotcha,Gotcha!,Et hop !,¡Te pillé!,Gefangen!
ui.catch.fledTitle,{name} fled!,{name} s'est enfui !,¡{name} ha huido!,{name} ist geflohen!
ui.catch.wornOut,{who} {name} is worn out!,{who} {name} est épuisé !,¡{who} {name} está agotado!,{who} {name} ist erschöpft!
ui.catch.theLegendary,The legendary,Le légendaire,El legendario,Das legendäre
ui.catch.theWild,The wild,Le,El salvaje,Das wilde
ui.catch.replaces,Replaces your Lv.{level} {name}.,Remplace ton {name} N.{level}.,Reemplaza a tu {name} Nv.{level}.,Ersetzt dein {name} Lv.{level}.
ui.catch.noBallNeeded,It's exhausted: no ball needed!,Il est épuisé : aucune Ball nécessaire !,Está agotado: ¡no hace falta ninguna Ball!,Es ist erschöpft: kein Ball nötig!
ui.catch.catch,CATCH,CAPTURER,CAPTURAR,FANGEN
ui.catch.chance,Catch chance,Chance de capture,Probabilidad de captura,Fangchance
ui.catch.ballLegend,Ball,Ball,Ball,Ball
ui.catch.noBall,No ball,Sans Ball,Sin Ball,Kein Ball
ui.catch.ballLabel,{label}{left}: {pct}% chance{useless},{label}{left} : {pct} % de chance{useless},{label}{left}: {pct} % de probabilidad{useless},{label}{left}: {pct} % Chance{useless}
ui.catch.ballLeft,", {n} left",", {n} restantes",", quedan {n}",", noch {n}"
ui.catch.notNeededSuffix,", not needed",", inutile",", innecesaria",", nicht nötig"
ui.catch.notNeeded,not needed,inutile,innecesaria,nicht nötig
ui.catch.notNeededTitle,"{label}: not needed, a weaker option is already certain","{label} : inutile, une option plus faible est déjà sûre","{label}: innecesaria, una opción más débil ya es segura","{label}: nicht nötig, eine schwächere Option ist bereits sicher"
ui.catch.roll,ROLL TO CATCH,LANCER POUR CAPTURER,TIRAR PARA CAPTURAR,WÜRFELN ZUM FANGEN
ui.catch.die,Catch die: {value},Dé de capture : {value},Dado de captura: {value},Fangwürfel: {value}
ui.catch.caught,{name} was caught!,{name} est capturé !,¡{name} ha sido capturado!,{name} wurde gefangen!
ui.catch.missed,MISSED! You needed at least {need}.,RATÉ ! Il te fallait au moins {need}.,¡FALLASTE! Necesitabas al menos {need}.,DANEBEN! Du brauchtest mindestens {need}.
ui.catch.throwing,Throwing the {ball}…,Lancer de {ball}…,Lanzando {ball}…,{ball} wird geworfen …
ui.catch.aBall,ball,Ball,Ball,Ball
ui.catch.rolling,The die is rolling…,Le dé roule…,El dado está rodando…,Der Würfel rollt …
ui.victory.gotcha,Gotcha!,Et hop !,¡Te pillé!,Gefangen!
ui.victory.wasCaught,{shiny}{name} (Lv.{level}) was caught!,{shiny}{name} (N.{level}) a été capturé !,¡{shiny}{name} (Nv.{level}) ha sido capturado!,{shiny}{name} (Lv.{level}) wurde gefangen!
ui.victory.shinyPrefix,Shiny ,Chromatique ,Variocolor ,Schillerndes 
ui.victory.replacesYours,It replaces your Lv.{level} {name}.,Il remplace ton {name} N.{level}.,Reemplaza a tu {name} Nv.{level}.,Es ersetzt dein {name} Lv.{level}.
ui.victory.joinedTeam,{name} joined your team.,{name} a rejoint ton équipe.,{name} se ha unido a tu equipo.,{name} ist deinem Team beigetreten.
ui.victory.teamFull,Your team is full…,Ton équipe est pleine…,Tu equipo está lleno…,Dein Team ist voll …
ui.victory.addToTeam,Add {name} to your team?,Ajouter {name} à ton équipe ?,¿Añadir a {name} a tu equipo?,{name} ins Team aufnehmen?
ui.victory.swapOutFor,Swap out {name} Lv.{level} for {newName},Remplacer {name} N.{level} par {newName},Cambiar a {name} Nv.{level} por {newName},{name} Lv.{level} gegen {newName} tauschen
ui.victory.swapOut,Swap out,Remplacer,Cambiar,Tauschen
ui.victory.fled,{name} fled…,{name} s'est enfui…,{name} ha huido…,{name} ist geflohen …
ui.victory.bossDefeated,The legendary {name} was defeated!,Le légendaire {name} est vaincu !,¡El legendario {name} ha sido derrotado!,Das legendäre {name} wurde besiegt!
ui.victory.champion,YOU ARE THE CHAMPION!,TU ES LE MAÎTRE !,¡ERES EL CAMPEÓN!,DU BIST DER CHAMP!
ui.victory.trainerDefeated,{name} defeated!,{name} est vaincu !,¡{name} derrotado!,{name} besiegt!
ui.victory.earnedBadge,You earned the {badge}!,Tu as gagné le {badge} !,¡Has ganado la {badge}!,Du hast den {badge} gewonnen!
ui.victory.secretArea,A secret area has appeared!,Une zone secrète est apparue !,¡Ha aparecido una zona secreta!,Ein geheimes Gebiet ist erschienen!
ui.victory.secretOnMap,{name} is now on the Map.,{name} est maintenant sur la Carte.,{name} ya está en el Mapa.,{name} ist jetzt auf der Karte.
ui.victory.areaCleared,AREA CLEARED!,ZONE TERMINÉE !,¡ZONA COMPLETADA!,GEBIET ABGESCHLOSSEN!
ui.victory.nextOpen,{name} is now open on the Map.,{name} est maintenant ouverte sur la Carte.,{name} ya está disponible en el Mapa.,{name} ist jetzt auf der Karte offen.
ui.victory.allCleared,Every area is cleared!,Toutes les zones sont terminées !,¡Todas las zonas están completadas!,Alle Gebiete sind abgeschlossen!
ui.victory.dieChip,{type} die,Dé {type},Dado {type},{type}-Würfel
ui.victory.levelUp,Level up: level {level},Niveau gagné : niveau {level},Sube de nivel: nivel {level},Levelaufstieg: Level {level}
ui.victory.evolvingInto,Evolving into {name}…,Évolution en {name}…,Evolucionando a {name}…,Entwickelt sich zu {name} …
ui.victory.xpGain,+{amount} XP,+{amount} XP,+{amount} EXP,+{amount} EP
ui.victory.multi, Multi, Multi, Multi, Multi
ui.victory.skip,SKIP ▸▸,PASSER ▸▸,OMITIR ▸▸,ÜBERSPRINGEN ▸▸
ui.victory.nextBattle,NEXT BATTLE,COMBAT SUIVANT,SIGUIENTE COMBATE,NÄCHSTER KAMPF
ui.victory.goToArea,Go to {name},Aller à {name},Ir a {name},Zu {name} gehen
ui.victory.goToNewArea,GO TO NEW AREA,ALLER À LA NOUVELLE ZONE,IR A LA NUEVA ZONA,ZUM NEUEN GEBIET
ui.victory.legendaryVictory,LEGENDARY VICTORY!,VICTOIRE LÉGENDAIRE !,¡VICTORIA LEGENDARIA!,LEGENDÄRER SIEG!
ui.victory.victory,VICTORY!,VICTOIRE !,¡VICTORIA!,SIEG!
ui.victory.foeDefeated,{name} Lv.{level} defeated,{name} N.{level} vaincu,{name} Nv.{level} derrotado,{name} Lv.{level} besiegt
ui.victory.aboutToSend,{trainer} is about to send out {name} (Lv.{level}). Switch freely:,{trainer} s'apprête à envoyer {name} (N.{level}). Change librement :,{trainer} va a enviar a {name} (Nv.{level}). Cambia libremente:,{trainer} schickt gleich {name} (Lv.{level}). Wechsle frei:
ui.wipe.tryAgain,TRY AGAIN,RÉESSAYER,REINTENTAR,NOCHMAL VERSUCHEN
ui.wipe.title,Your team fainted…,Ton équipe est K.O.…,Tu equipo está debilitado…,Dein Team wurde besiegt …
ui.wipe.body,"You hurried back to the start of {area}. Your Pokémon have been fully healed, and you keep your Pokédollars, items and your Pokémon's levels. The round is lost{kept}. A new round starts with a freshly shuffled deck.","Tu es revenu en hâte au début de {area}. Tes Pokémon sont soignés à fond, et tu gardes tes Pokédollars, tes objets et les niveaux de tes Pokémon. La manche est perdue{kept}. Une nouvelle manche commence avec un paquet fraîchement mélangé.","Has vuelto corriendo al inicio de {area}. Tus Pokémon están totalmente curados y conservas tus Pokédólares, tus objetos y los niveles de tus Pokémon. La ronda está perdida{kept}. Una ronda nueva empieza con la baraja recién barajada.","Du bist eilig zum Anfang von {area} zurückgekehrt. Deine Pokémon sind voll geheilt, und du behältst deine Pokédollar, Items und die Level deiner Pokémon. Die Runde ist verloren{kept}. Eine neue Runde beginnt mit einem frisch gemischten Deck."
ui.wipe.keptRounds,", but the rounds you had already finished stay done",", mais les manches déjà terminées restent acquises",", pero las rondas que ya habías completado siguen completadas",", aber die bereits abgeschlossenen Runden bleiben geschafft"
ui.stalemate.title,Stalemate,Match nul,Tablas,Patt
ui.stalemate.body,"Neither side can land a single blow on the other, so the fight is called off. No rewards — but no harm done beyond the damage already taken.","Aucun camp ne peut toucher l'autre, alors le combat est interrompu. Aucune récompense — mais aucun mal non plus, au-delà des dégâts déjà subis.","Ninguno de los dos puede asestar un solo golpe, así que el combate se suspende. Sin recompensas, pero sin más daño que el ya recibido.","Keine Seite kann die andere auch nur treffen, also wird der Kampf abgebrochen. Keine Belohnungen — aber auch kein Schaden über den bereits erlittenen hinaus."
ui.dayCare.title,Pokémon Day Care,Pension Pokémon,Guardería Pokémon,Pokémon-Pension
ui.dayCare.minutes,{n} min,{n} min,{n} min,{n} Min.
ui.dayCare.hours,{h} h {m},{h} h {m},{h} h {m},{h} Std. {m}
ui.dayCare.xp,Day Care XP,XP de Pension,EXP de Guardería,Pensions-EP
ui.dayCare.xpOf,{xp} of {max} XP,{xp} XP sur {max},{xp} de {max} EXP,{xp} von {max} EP
ui.dayCare.full,Full: it has learned all it can here. Pick it up!,Au maximum : il a tout appris ici. Récupère-le !,Al máximo: ha aprendido todo lo que podía aquí. ¡Recógelo!,"Voll: Es hat hier alles gelernt, was geht. Hol es ab!"
ui.dayCare.nextTick,+{xp} XP in {time},+{xp} XP dans {time},+{xp} EXP en {time},+{xp} EP in {time}
ui.dayCare.takeBack,TAKE BACK,RÉCUPÉRER,RECOGER,ZURÜCKHOLEN
ui.dayCare.leaveWhich,Leave which Pokémon?,Quel Pokémon laisser ?,¿Qué Pokémon dejas?,Welches Pokémon lässt du da?
ui.dayCare.depositHint,"It leaves your team and Box while it trains: +{xp} XP every {minutes} min, up to {max} XP.","Il quitte ton équipe et ta Boîte pendant son entraînement : +{xp} XP toutes les {minutes} min, jusqu'à {max} XP.","Sale de tu equipo y de tu Caja mientras entrena: +{xp} EXP cada {minutes} min, hasta {max} EXP.","Es verlässt Team und Box, während es trainiert: +{xp} EP alle {minutes} Min., bis zu {max} EP."
ui.dayCare.teamTag,TEAM,ÉQUIPE,EQUIPO,TEAM
ui.dayCare.lastMember,your last team member,ton dernier membre d'équipe,tu último miembro del equipo,dein letztes Teammitglied
ui.dayCare.eggHatching,Egg hatching,Éclosion de l'Œuf,Eclosión del Huevo,Ei schlüpft
ui.dayCare.hatched,{name} hatched from the Egg!,{name} est sorti de l'Œuf !,¡{name} ha salido del Huevo!,{name} ist aus dem Ei geschlüpft!
ui.dayCare.eggMoving,Oh? The Egg is moving!,Oh ? L'Œuf bouge !,¿Eh? ¡El Huevo se mueve!,Oh? Das Ei bewegt sich!
ui.dayCare.newTag,NEW,NOUVEAU,NUEVO,NEU
ui.dayCare.keptStronger,You already have a stronger {name}: the Day Care couple will look after this one.,Tu as déjà un {name} plus fort : le couple de la Pension s'occupera de celui-ci.,Ya tienes un {name} más fuerte: la pareja de la Guardería se ocupará de este.,Du hast schon ein stärkeres {name}: Das Pensionspaar kümmert sich um dieses.
ui.dayCare.replacedYours,It replaced your Lv.{level} {name}. ,Il a remplacé ton {name} N.{level}. ,Ha reemplazado a tu {name} Nv.{level}. ,Es hat dein {name} Lv.{level} ersetzt. 
ui.dayCare.joinedTeam,It joined your team.,Il a rejoint ton équipe.,Se ha unido a tu equipo.,Es ist deinem Team beigetreten.
ui.dayCare.wentToBox,Your team is full: it went to the Box.,Ton équipe est pleine : il est allé à la Boîte.,Tu equipo está lleno: ha ido a la Caja.,Dein Team ist voll: Es ging in die Box.
ui.dayCare.eggs,Eggs,Œufs,Huevos,Eier
ui.dayCare.eggForYou,An Egg for you!,Un Œuf pour toi !,¡Un Huevo para ti!,Ein Ei für dich!
ui.dayCare.freeEgg,The Day Care couple found an Egg. They'd like you to have it — it's about to hatch!,Le couple de la Pension a trouvé un Œuf. Ils aimeraient te l'offrir — il est sur le point d'éclore !,La pareja de la Guardería ha encontrado un Huevo. Quieren dártelo: ¡está a punto de eclosionar!,"Das Pensionspaar hat ein Ei gefunden. Sie möchten, dass du es bekommst — es schlüpft gleich!"
ui.dayCare.buyEgg,"An Egg hatches straight away into a young Pokémon, often one you don't have yet. ₽{price} each.","Un Œuf éclôt aussitôt en un jeune Pokémon, souvent un que tu n'as pas encore. ₽{price} pièce.","Un Huevo eclosiona al instante en un Pokémon joven, a menudo uno que no tienes. ₽{price} cada uno.","Ein Ei schlüpft sofort zu einem jungen Pokémon, oft einem, das du noch nicht hast. ₽{price} pro Stück."
ui.dayCare.takeEgg,TAKE THE EGG,PRENDRE L'ŒUF,COGER EL HUEVO,DAS EI NEHMEN
ui.dayCare.buy,BUY · ₽{price},ACHETER · ₽{price},COMPRAR · ₽{price},KAUFEN · ₽{price}
ui.dayCare.map,◀ MAP,◀ CARTE,◀ MAPA,◀ KARTE
ui.dayCare.intro,"Leave up to {slots} Pokémon here: they gain {xp} XP every {minutes} minutes, even while you're away, up to {max} XP a stay. They level up here but only evolve once back in battle.","Laisse jusqu'à {slots} Pokémon ici : ils gagnent {xp} XP toutes les {minutes} minutes, même hors du jeu, jusqu'à {max} XP par séjour. Ils montent de niveau ici mais n'évoluent qu'une fois de retour au combat.","Deja aquí hasta {slots} Pokémon: ganan {xp} EXP cada {minutes} minutos, incluso mientras no juegas, hasta {max} EXP por estancia. Suben de nivel aquí, pero solo evolucionan de vuelta en combate.","Lass bis zu {slots} Pokémon hier: Sie erhalten alle {minutes} Minuten {xp} EP, auch während du weg bist, bis zu {max} EP pro Aufenthalt. Sie steigen hier im Level, entwickeln sich aber erst zurück im Kampf."
ui.dayCare.staying,Pokémon staying,Pokémon en pension,Pokémon alojados,Untergebrachte Pokémon
ui.dayCare.stayingCount,Staying ({count}/{slots}),En pension ({count}/{slots}),Alojados ({count}/{slots}),Untergebracht ({count}/{slots})
ui.dayCare.leaveOne,Leave a Pokémon,Laisser un Pokémon,Dejar un Pokémon,Ein Pokémon dalassen
ui.dayCare.isBack,{name} is back!,{name} est de retour !,¡{name} ha vuelto!,{name} ist zurück!
ui.dayCare.grewLevels.one,"It gained {xp} XP and grew {levels} level, to Lv.{level}.","Il a gagné {xp} XP et {levels} niveau, jusqu'au N.{level}.","Ha ganado {xp} EXP y {levels} nivel, hasta el Nv.{level}.","Es hat {xp} EP und {levels} Level gewonnen, auf Lv.{level}."
ui.dayCare.grewLevels.other,"It gained {xp} XP and grew {levels} levels, to Lv.{level}.","Il a gagné {xp} XP et {levels} niveaux, jusqu'au N.{level}.","Ha ganado {xp} EXP y {levels} niveles, hasta el Nv.{level}.","Es hat {xp} EP und {levels} Level gewonnen, auf Lv.{level}."
ui.dayCare.gainedXp,It gained {xp} XP.,Il a gagné {xp} XP.,Ha ganado {xp} EXP.,Es hat {xp} EP gewonnen.
ui.dayCare.rejoined,It rejoined your team.,Il a retrouvé ton équipe.,Ha vuelto a tu equipo.,Es ist wieder in dein Team gekommen.
ui.help.title,How to play,Comment jouer,Cómo jugar,Spielanleitung
ui.help.back,Back,Retour,Atrás,Zurück
ui.help.titleScreen,Title screen,Écran-titre,Pantalla de título,Titelbildschirm
ui.help.sections,Help sections,Sections de l'aide,Secciones de la ayuda,Hilfe-Abschnitte
ui.help.statusCol,Status,Statut,Estado,Status
ui.help.triggersCol,Triggers on,Se déclenche sur,Se activa con,Ausgelöst durch
ui.help.effectCol,Effect,Effet,Efecto,Wirkung
ui.help.inOneRoll,{when} in one roll,{when} en un lancer,{when} en una tirada,{when} in einem Wurf
ui.help.statusNote,Below its trigger count a status face still counts as a number (shown in its corner) for damage and combos. All statuses clear when a battle ends.,"En dessous de son seuil, une face de statut compte quand même comme un nombre (affiché dans son coin) pour les dégâts et les combos. Tous les statuts disparaissent à la fin du combat.","Por debajo de su umbral, una cara de estado sigue contando como número (indicado en su esquina) para el daño y los combos. Todos los estados desaparecen al acabar el combate.",Unterhalb ihrer Schwelle zählt eine Status-Seite trotzdem als Zahl (in ihrer Ecke angezeigt) für Schaden und Combos. Alle Statusprobleme enden mit dem Kampf.
ui.help.superEffective,super effective (×2),super efficace (×2),súper eficaz (×2),sehr effektiv (×2)
ui.help.notVeryEffective,not very effective (×½),pas très efficace (×½),poco eficaz (×½),nicht sehr effektiv (×½)
ui.help.noEffect,no effect (×0),aucun effet (×0),sin efecto (×0),keine Wirkung (×0)
ui.help.normalEffect,normal (×1),normal (×1),normal (×1),normal (×1)
ui.help.chartLabel,"Type effectiveness chart, scrollable","Table d'efficacité des types, défilante","Tabla de eficacia de tipos, desplazable","Typen-Effektivitätstabelle, scrollbar"
